Ano;Semestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado); ;0;48;28;76;1331141;990090;403105;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;BANESTES (conglomerado); ;25;9;6;40;1174773;1138596;246460;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;BANIF (conglomerado); ;0;2;19;21;17448;4203;13642;
2015;2º;Mais de dois milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);26,60;103;495;303;901;3871021;3069675;1581472;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;BARIGUI (conglomerado); ;4;20;2;26;26842; ;26842;
2015;2º;Mais de dois milhões de clientes;Conglomerado; ;BB (conglomerado);30,04;1684;4399;7044;13127;56041115;54410586;16139406;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;BES (conglomerado); ;0;0;1;1;605;505;107;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;11285104;BIORC FINANCEIRA   CREDITO  FINANCIAMENTO E INVESTIMENTO S A; ;1;1;0;2;2170; ;2170;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;BMG (conglomerado);756,88;1202;1341;1534;4077;1588082;16384;1573036;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;BMW (conglomerado); ;0;0;2;2;17716; ;17716;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;BNP PARIBAS (conglomerado);1.466,08;2094;1859;1171;5124;1428298;14248;1414443;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;BNY MELLON (conglomerado); ;1;0;0;1;1271;1271; ;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;BOFA MERRILL LYNCH (conglomerado); ;0;0;2;2;1130;1120;50;
2015;2º;Mais de dois milhões de clientes;Conglomerado; ;BRADESCO (conglomerado);59,72;4576;8057;7149;19782;76612122;71188737;22579784;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;BRB (conglomerado);52,75;41;155;137;333;777180;709275;261155;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;BTG PACTUAL (conglomerado); ;0;3;4;7;68260;42998;25706;
2015;2º;Mais de dois milhões de clientes;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);66,20;5120;5803;12321;23244;77340232;75297286;14690937;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;09313766;CARUANA S A    SOCIEDADE DE CREDITO  FINANCIAMENTO E INVESTIMENTO; ;1;1;2;4;3104; ;3104;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;CCB (conglomerado);501,95;81;288;148;517;161369;14276;149417;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;CITIBANK (conglomerado);107,63;117;303;408;828;1086985;540419;693115;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;CREDIT SUISSE (conglomerado); ;0;0;2;2;3410;3410;122;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;60779196;CREFISA S A  CREDITO  FINANCIAMENTO E INVESTIMENTOS; ;4;145;122;271;974337; ;974337;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;DACASA FINANCEIRA (conglomerado); ;1;0;16;17;504911; ;420759;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;15581638;FACTA FINANCEIRA S A    CREDITO FINANCIAMENTO E INVESTIMENTO; ;10;11;6;27;8995; ;8995;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;FATOR (conglomerado); ;0;1;0;1;10744;10732;48;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;00411939;FINAMAX S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;1;4;3;8;74410; ;74410;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;GMAC (conglomerado); ;8;44;103;155;606995;2789;606008;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;HERVAL - HS (conglomerado); ;1;1;3;5;52200; ;52200;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;HONDA (conglomerado); ;1;5;35;41;460655;15;460644;
2015;2º;Mais de dois milhões de clientes;Conglomerado; ;HSBC (conglomerado);37,80;479;938;933;2350;12670175;9908757;4624029;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;1;10;10;21;46954;4159;43285;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;INDUSVAL (conglomerado); ;0;1;0;1;7046;6246;1454;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;INTERMEDIUM (conglomerado); ;12;289;118;419;175241;9728;166013;
2015;2º;Mais de dois milhões de clientes;Conglomerado; ;ITAU (conglomerado);47,88;2850;10656;12098;25604;59523101;46798210;28055802;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;06040559;KREDILIG S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;1;0;1;71994; ;71994;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;LECCA (conglomerado); ;4;16;3;23;8136; ;8136;
2015;2º;Mais de dois milhões de clientes;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);26,26;53;427;150;630;2017587;1478154;837834;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;5;8;13;35043;71;35036;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;09464032;MIDWAY S A    CREDITO  FINANCIAMENTO E INVESTIMENTO;41,34;37;30;70;137;894824; ;894824;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;04379829;NEGRESCO S A    CREDITO  FINANCIAMENTO E INVESTIMENTOS; ;1;0;3;4;167298; ;167298;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;OMNI (conglomerado);43,11;32;16;61;109;742234; ;742234;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;ORIGINAL (conglomerado); ;2;82;53;137;52661;5409;47990;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;OURINVEST (conglomerado); ;0;0;1;1;13491;8972;4521;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;PAN (conglomerado);129,89;229;2215;1797;4241;1763003;13596;1750768;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;PARANÁ BANCO (conglomerado);101,29;39;850;234;1123;385033;4466;380966;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;03311443;PARATI   CREDITO  FINANCIAMENTO E INVESTIMENTO S A; ;1;2;1;4;810; ;810;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;PERNAMBUCANAS (conglomerado); ;8;23;83;114;1433446; ;1433446;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;PETRA (conglomerado); ;0;1;0;1;3600;3600; ;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;PINE (conglomerado); ;3;2;0;5;9538;5058;4781;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;PORTO SEGURO (conglomerado); ;23;37;151;211;865946; ;865946;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;01800019;PORTOCRED S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;4;34;24;62;64672; ;64672;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;PSA FINANCE (conglomerado); ;0;5;53;58;113814;406;113531;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;RENDIMENTO (conglomerado); ;0;5;4;9;13958;9796;5338;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;RODOBENS (conglomerado); ;0;4;3;7;34811;26511;18061;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;SAFRA (conglomerado);86,01;60;470;539;1069;697566;270034;471055;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;05503849;SANTANA S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;2;9;11;24327; ;24327;
2015;2º;Mais de dois milhões de clientes;Conglomerado; ;SANTANDER (conglomerado);40,39;1333;4631;5747;11711;33002102;29256858;9573698;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;SANTINVEST (conglomerado); ;5;4;3;12;6227; ;6227;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;07747410;SAX S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;4;5;9;143565; ;143565;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;SCANIA (conglomerado); ;0;0;1;1;3726;85;3721;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;11970623;SENFF S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;6448; ;6448;
2015;2º;Mais de dois milhões de clientes;Conglomerado; ;SICREDI (conglomerado); 0 ;0;6;3;9;2142562;2111242;89945;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;SOCIETE GENERALE (conglomerado);605,17;361;482;138;981;596526;700;595894;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;SOCOPA (conglomerado); ;0;0;3;3;18416;6872;11728;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;SOFISA (conglomerado); ;1;2;3;6;38260;29090;10031;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;04814563;SOROCRED   CREDITO  FINANCIAMENTO E INVESTIMENTO S A; ;2;1;18;21;76537; ;76537;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;09473806;TODESCREDI S A   CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;9598; ;9598;
2015;2º;Menos de dois milhões de clientes;Banco/financeira;05192316;VIA CERTA FINANCIADORA S A    CREDITO  FINANCIAMENTO E INVESTIMENTOS; ;0;3;2;5;90784; ;90784;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;VOLKSWAGEN (conglomerado); ;2;33;100;135;609954;1387;608930;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;VOLVO (conglomerado); ;0;1;9;10;10711;213;10704;
2015;2º;Mais de dois milhões de clientes;Conglomerado; ;VOTORANTIM (conglomerado);14,64;59;956;813;1828;4028944;17291;4014211;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;WESTERN UNION (conglomerado); ;1;2;2;5;3;3; ;
2015;2º;Menos de dois milhões de clientes;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;0;5;9;14;110407;53;110355;
