Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMW (conglomerado); ;0;1;2;3;38311;35879;25299;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNP PARIBAS (conglomerado);28,40;42;257;55;354;1478371;10286;1468432;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNQI - FINANCEIRO (conglomerado);9,57;58;55;9;122;6060439;6060438;1;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BOCOM (conglomerado); ;0;1;0;1;8876;7351;2231;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BOFA MERRILL LYNCH (conglomerado); ;0;1;0;1;4920;4911;117;
2023;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);30,90;3229;4046;1823;9098;104486688;99093388;39040112;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);51,35;323;391;171;885;6289968;4445989;3160162;
2023;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);43,58;1004;975;296;2275;23036225;16722979;10758617;
2023;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;C6 BANK (conglomerado);24,13;649;1457;401;2507;26886189;23353862;8579414;
2023;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);12,51;1882;2673;1927;6482;150374233;148703323;32758754;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA GERAL (conglomerado); ;0;1;0;1;1109;1086;73;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;37122487;CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;3;5;126382; ;126382;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;6;5;0;11;56717;55438;8532;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CCB (conglomerado); ;1;36;4;41;145626;3132;142871;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13935893;CELCOIN INSTITUICAO DE PAGAMENTO S.A.; ;23;10;0;33;230941;230941; ;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01027058;CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO; ;15;25;20;60;437138;437022;116;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CITIBANK (conglomerado); ;0;7;6;13;18266;18233;34;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;18189547;CLOUDWALK INSTITUIÇÃO DE PAGAMENTO E SERVICOS LTDA; ;13;37;6;56;146956;146956; ;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COBUCCIO (conglomerado); ;16;14;38;68;880119;93772;843306;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COLOMBO (conglomerado); ;3;5;4;12;336626;62;336582;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05938780;COOPER CARD INSTITUIÇÃO DE PAGAMENTO LTDA.; ;1;2;1;4;297008;245;296890;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;62895230;CREDI-SHOP S/A - INSTITUIÇÃO DE PAGAMENTO; ;0;0;2;2;684548; ;684548;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDSYSTEM (conglomerado); ;12;32;13;57;4249731; ;4249731;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREFISA (conglomerado);22,80;89;191;57;337;3902345;2235106;2131125;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;44353942;CUMBUCA INSTITUIÇÃO DE PAGAMENTO LTDA.; ;2;0;0;2;0;0;0;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DAYCOVAL (conglomerado);100,79;199;427;77;703;1974273;336743;1707289;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;62331228;DEUTSCHE BANK S.A. - BANCO ALEMAO; ;0;0;1;1;1864;1834;176;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13370835;DOCK INSTITUIÇÃO DE PAGAMENTO S.A.;34,71;71;28;3;102;2044933;2044933; ;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;21018182;EBANX INSTITUICAO DE PAGAMENTOS LTDA.;2.549,73;560;52;7;619;219631;219629;2;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00714671;EWALLY INSTITUIÇÃO DE PAGAMENTO S.A.; ;2;0;2;4;0;0;0;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;39321657;FACEBOOK INSTITUIÇÃO DE PAGAMENTO DO BRASIL LTDA.; ;0;1;2;3;0;0;0;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;236,99;263;309;22;594;1109746;686;1109067;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;3;3;1;7;82932;1533;81429;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FISERV (conglomerado); ;2;3;2;7;123; ;123;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13203354;FITBANK INSTITUIÇÃO DE PAGAMENTOS ELETRÔNICOS S.A.; ;3;19;0;22;35860;35860; ;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;23114447;FLAGSHIP INSTITUICAO DE PAGAMENTOS LTDA; ;7;4;1;12;77173;77173; ;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;39993186;FORIS GFS BR INSTITUICAO DE PAGAMENTO LTDA; ;0;1;0;1;0;0;0;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;02732968;FORTBRASIL INSTITUIÇÃO DE PAGAMENTO S/A; ;6;2;8;16;717317; ;717317;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GAZIN (conglomerado); ;0;1;0;1;68114;8015;63772;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GENIAL (conglomerado); ;9;6;1;16;889137;889134;452;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GERENCIANET (conglomerado); ;5;22;5;32;375492;375168;15541;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GM (conglomerado); ;2;11;9;22;216876;489;216475;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;43394419;GOOGLE PAY BRASIL INSTITUICAO DE PAGAMENTO LTDA.; ;0;0;1;1;0;0;0;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;22177858;GRANITO INSTITUIÇÃO DE PAGAMENTO S.A.; ;2;3;0;5;60; ;60;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06339468;GRAZZIOTIN FINANCEIRA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;2;0;2;90789;1;90788;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado);100,03;44;74;11;129;439835;432895;10426;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GRUPO ZEMA (conglomerado); ;3;10;8;21;388102;42810;362473;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HERVAL - HS (conglomerado); ;2;5;2;9;220843;806;220233;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HONDA (conglomerado); ;8;11;3;22;357314;145;357261;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13884775;HUB INSTITUIÇÃO DE PAGAMENTO S.A.;2,57;32;55;1;88;12412291;12412277;84;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;3;16;2;21;74458;4592;70762;
2023;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INTER (conglomerado);29,38;776;909;257;1942;26405463;26239905;4228349;
2023;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ITAU (conglomerado);20,27;2026;4320;1716;8062;99936353;82355126;53998137;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15111975;IUGU INSTITUIÇÃO DE PAGAMENTO S.A.;437,46;112;48;8;168;256018;256018;2843;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;2;2;3;7;62724; ;62724;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;JP MORGAN CHASE (conglomerado); ;0;3;0;3;3859;3837;95;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06040559;KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;5;6;12;334911;8;334906;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;9;5;0;14;393789;9;393780;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07652226;LECCA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A; ;9;4;3;16;29058;187;28872;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07747410;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;0;10;1;11;559937; ;559937;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MASTER (conglomerado);496,22;267;232;58;557;538062;18388;523435;
2023;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCADO CRÉDITO (conglomerado);9,83;466;767;241;1474;47390877;47358189;4547108;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);45,39;304;323;111;738;6697004;4362540;3869117;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;1;3;4;18568;396;18249;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;3,75;30;98;59;187;7998000;2866363;7174471;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MODAL (conglomerado); ;19;26;10;55;1859696;1859303;46508;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;9;3;12;504283;661;503625;
2023;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NEON (conglomerado);11,88;239;250;85;574;20103935;20100071;1849949;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;1;22;2;25;680379;4071;677611;
2023;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NUBANK (conglomerado);7,82;608;1363;487;2458;77665209;75945491;42902746;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NVIO BRASIL (conglomerado); ;0;0;1;1;0;0;0;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;OMNI (conglomerado); ;15;77;32;124;4021173;299944;3755994;
2023;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ORIGINAL (conglomerado);7,51;378;654;229;1261;50266862;50087763;3659071;
2023;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGBANK-PAGSEGURO (conglomerado);22,47;662;621;137;1420;29451137;29335692;685181;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;30944783;PAGPRIME INSTITUICAO DE PAGAMENTO LTDA; ;0;2;0;2;0;0;0;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;03816413;PAGUEVELOZ INSTITUIÇÃO DE PAGAMENTO LTDA.;12,69;43;16;1;60;3387173;3387173; ;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PARANÁ BANCO (conglomerado); ;15;107;16;138;607800;12316;595946;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;20757199;PAY4FUN INSTITUICAO DE PAGAMENTO S.A.; ;5;1;1;7;433565;433565; ;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;10878448;PAYPAL DO BRASIL INSTITUIÇÃO DE PAGAMENTO LTDA.; ;8;36;8;52;189367;189365;2;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;43180355;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;10,67;109;84;43;236;10212314;10089277;2655969;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PINBANK (conglomerado); ;3;0;0;3;43066;43066; ;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PINE (conglomerado); ;2;5;2;9;578845;11682;567882;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PORTO SEGURO (conglomerado);44,31;137;119;82;338;3091473;13820;3091180;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;31818873;QESH INSTITUICAO DE PAGAMENTO LTDA; ;0;1;1;2;0;0;0;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;36583700;QISTA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2;1;7;10;27929; ;27929;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01722480;QUERO-QUERO VERDECARD INSTITUIÇÃO DE PAGAMENTO S.A.; ;3;8;2;13;614324;276842;383426;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;22;77;52;151;5562874;226356;5551851;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RECARGAPAY (conglomerado);10,66;63;61;18;142;5909596;5909297;5173;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RENDIMENTO (conglomerado); ;6;8;0;14;235286;230732;8071;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;65697260;REPOM S.A.; ;0;1;0;1;270531;270531;4;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RODOBENS (conglomerado); ;3;8;5;16;30980;1631;29693;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SAFRA (conglomerado);42,86;250;552;164;966;5831957;1953682;4211934;
2023;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SANTANDER (conglomerado);18,27;1176;3433;1468;6077;64360563;58499632;25714591;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00122327;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;2;0;2;12431;385;12046;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SENFF (conglomerado); ;11;22;15;48;517476;237577;340853;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;29759316;SERVNET INSTITUIÇÃO DE PAGAMENTO LTDA.; ;1;0;0;1;0;0;0;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05503849;SF3 CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;0;2;2;18647;1296;17356;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;38372267;SHPP BRASIL INSTITUIÇÃO DE PAGAMENTO E SERVIÇOS DE PAGAMENTOS LTDA.; ;18;29;26;73;839845;839845; ;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SICREDI (conglomerado); ;18;30;12;60;7953919;7930808;229461;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SIMPALA (conglomerado); ;1;0;0;1;6176;29;6147;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SINOSSERRA (conglomerado); ;0;0;1;1;10393;131;10273;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOCIAL BANK (conglomerado); ;8;4;1;13;7277;7276;2;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;12;8;10;30;2743;438;2305;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOFISA (conglomerado);45,50;37;37;19;93;813068;802922;71527;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;17359351;STARA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;723;25;698;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STONE (conglomerado); ;25;107;18;150;4614872;4614775;99;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;22121209;STRIPE BRASIL SOLUCOES DE PAGAMENTO INSTITUICAO DE PAGAMENTO LTDA; ;1;2;1;4;76; ;76;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SUMUP (conglomerado); ;19;15;6;40;130; ;130;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;31680151;SWAP MEIOS DE PAGAMENTOS INSTITUICAO DE PAGAMENTO S.A.; ;6;10;0;16;1311438;1309071;158154;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09473806;TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;0;2;35204;12;35192;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;30980539;U4C INSTITUIÇÃO DE PAGAMENTO S.A.; ;3;0;0;3;0;0;0;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;32192325;UZZIPAY INSTITUIÇÃO DE PAGAMENTO S.A.; ;0;2;0;2;0;0;0;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;4;30;3;37;465414;19319;451354;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOITER (conglomerado); ;1;3;4;8;101664;30206;72046;
2023;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOLKSWAGEN (conglomerado); ;28;42;30;100;339745;288;339588;
