Ano;Mês;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2015;1;Menos de dois milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S A; ;0;1;1;2;128006;2682;125438;773;
2015;1;Menos de dois milhões de clientes;Banco/financeira;04866275;BANCO STANDARD DE INVESTIMENTOS S A; ;0;0;1;1;2;0;2; ;
2015;1;Menos de dois milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S A; ;0;1;14;15;14852;14852; ; ;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;BANCOOB (conglomerado); ;0;2;8;10;1223387;925286;357054;633829;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;BANESTES (conglomerado); ;1;1;1;3;1165445;1128412;243987;863818;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;BANIF (conglomerado); ;0;0;2;2;30353;4540;26447;2282;
2015;1;Mais de dois milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);6,42;25;88;52;165;3889353;3113722;1540543;2404386;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;BARCLAYS (conglomerado); ;0;1;0;1;3386;3352;34;11;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;BARIGUI (conglomerado); ;0;2;2;4;27552; ;27552; ;
2015;1;Mais de dois milhões de clientes;Conglomerado; ;BB (conglomerado);4,05;224;419;1251;1894;55252840;53679380;16015411;36941731;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;BBM (conglomerado); ;0;1;0;1;10614;9520;1274;973;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;BIC (conglomerado);80,51;14;38;32;84;173882;17669;159357;7184;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;BMG (conglomerado);38,73;69;178;206;453;1781555;24520;1758701;7065;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;BMW (conglomerado); ;0;0;1;1;17985; ;17985; ;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;BNP PARIBAS (conglomerado);637,54;778;1305;467;2550;1220308;13966;1206711;1818;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;BONSUCESSO (conglomerado); ;8;65;49;122;485195;11001;474491;1971;
2015;1;Mais de dois milhões de clientes;Conglomerado; ;BRADESCO (conglomerado);7,22;541;1292;1771;3604;74903989;69610906;21785091;33956702;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;BRB (conglomerado); ;2;22;19;43;750160;695445;245314;530255;
2015;1;Mais de dois milhões de clientes;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);12,78;953;675;1905;3533;74555535;72714812;14905565;61345789;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;CAIXA GERAL (conglomerado); ;0;0;2;2;1133;1069;118;431;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;CITIBANK (conglomerado);12,09;13;25;63;101;1074557;533090;691249;221506;
2015;1;Menos de dois milhões de clientes;Banco/financeira;60779196;CREFISA S A  CREDITO  FINANCIAMENTO E INVESTIMENTOS; ;0;12;17;29;723011; ;723011; ;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;DACASA FINANCEIRA (conglomerado); ;0;0;3;3;496500; ;496500; ;
2015;1;Menos de dois milhões de clientes;Banco/financeira;15581638;FACTA FINANCEIRA S A    CREDITO FINANCIAMENTO E INVESTIMENTO; ;0;4;1;5;6323; ;6323; ;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;GMAC (conglomerado); ;1;3;8;12;606767;5563;605752; ;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;GRUPO ZEMA (conglomerado); ;0;0;2;2;4648; ;4648; ;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;HERVAL - HS (conglomerado); ;0;0;3;3;54933; ;54933; ;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;HONDA (conglomerado); ;0;0;4;4;466875;12;466864; ;
2015;1;Mais de dois milhões de clientes;Conglomerado; ;HSBC (conglomerado);10,99;112;210;196;518;10187386;7483844;4462934;6235664;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;0;1;1;2;50052;4728;45815;782;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;INDUSVAL (conglomerado); ;0;1;2;3;13514;5930;8477;3017;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;INTERMEDIUM (conglomerado); ;1;33;12;46;160801;7632;153588;2379;
2015;1;Mais de dois milhões de clientes;Conglomerado; ;ITAU (conglomerado);6,11;355;1704;1720;3779;58054053;45239959;27997071;27492103;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;J.MALUCELLI (conglomerado);53,25;19;83;19;121;356780;4017;353086;1253;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;JOHN DEERE (conglomerado); ;0;0;1;1;10607;292;10385;39;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;LECCA (conglomerado); ;1;4;1;6;9904; ;9904; ;
2015;1;Mais de dois milhões de clientes;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);2,81;6;27;22;55;2131503;1414245;970661;975770;
2015;1;Menos de dois milhões de clientes;Banco/financeira;09464032;MIDWAY S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;1;2;9;12;679845; ;679845; ;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;MIZUHO (conglomerado); ;0;1;0;1;1115;862;264;59;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;OMNI (conglomerado); ;2;2;2;6;299976; ;299976; ;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;ORIGINAL (conglomerado); ;2;20;18;40;39865;3353;36894;1206;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;PANAMERICANO (conglomerado);98,06;183;449;222;854;1866041;12443;1854580;2925;
2015;1;Menos de dois milhões de clientes;Banco/financeira;03311443;PARATI   CREDITO  FINANCIAMENTO E INVESTIMENTO S A; ;0;0;1;1;1068; ;1068; ;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;PERNAMBUCANAS (conglomerado); ;0;3;5;8;1375707; ;1375707; ;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;PORTO SEGURO (conglomerado); ;2;2;23;27;845294; ;845294; ;
2015;1;Menos de dois milhões de clientes;Banco/financeira;01800019;PORTOCRED S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;5;6;11;58693; ;58693; ;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;PSA FINANCE (conglomerado); ;0;2;17;19;129753;456;129493; ;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;RENDIMENTO (conglomerado); ;0;0;2;2;11950;8894;4201;2702;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;RODOBENS (conglomerado); ;0;0;3;3;47897;39758;20352;232;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;SAFRA (conglomerado);28,68;17;86;162;265;592720;260457;376043;137262;
2015;1;Menos de dois milhões de clientes;Banco/financeira;05503849;SANTANA S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;23804; ;23804; ;
2015;1;Mais de dois milhões de clientes;Conglomerado; ;SANTANDER (conglomerado);7,44;234;573;769;1576;31444997;28059584;9199693;22956024;
2015;1;Menos de dois milhões de clientes;Banco/financeira;07747410;SAX S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;0;2;2;118765; ;118765; ;
2015;1;Menos de dois milhões de clientes;Banco/financeira;11970623;SENFF S A    CREDITO  FINANCIAMENTO E INVESTIMENTO; ;0;0;2;2;4233; ;4233; ;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;SICREDI (conglomerado); ;0;0;1;1;1912727;1878067;89082;979381;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;9;59;18;86;740094;590;739571;68;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;SOFISA (conglomerado); ;0;0;1;1;34163;22965;12017;7978;
2015;1;Menos de dois milhões de clientes;Banco/financeira;04814563;SOROCRED   CREDITO  FINANCIAMENTO E INVESTIMENTO S A; ;0;0;5;5;67103; ;67103; ;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;VOLKSWAGEN (conglomerado); ;0;4;24;28;657779;1386;656754; ;
2015;1;Mais de dois milhões de clientes;Conglomerado; ;VOTORANTIM (conglomerado);4,54;20;155;167;342;4401918;18488;4386506;6614;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;WESTERN UNION (conglomerado); ;0;0;2;2;3;3; ;1;
2015;1;Menos de dois milhões de clientes;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;0;0;2;2;118771;52;118721; ;
