Ano;Semestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.; ;6;5;14;25;512477;423758;184167;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;10690848;BANCO DA CHINA BRASIL S.A.; ;0;2;0;2;715;698;50;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;51938876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY; ;0;1;0;1;217;90;134;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;05040481;BANCO DE LAGE LANDEN BRASIL S.A.; ;0;0;4;4;45911; ;45911;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S.A.;48,82;45;29;28;102;921573;820226;360628;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARÁ S.A.; ;19;23;55;97;724628;715415;205884;
2016;2º;Mais de quatro milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.;0,17;1;28;47;76;5702339;5513444;1029016;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S.A.; ;7;13;51;71;185624;4564;181529;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;61348538;BANCO FICSA S.A.; ;1;3;1;5;33884;652;33235;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;62237425;BANCO FIDIS S/A; ;0;3;2;5;4575;349;4237;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;90731688;BANCO FORD S.A.; ;0;0;3;3;361;81;284;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;59118133;BANCO LUSO BRASILEIRO S.A.; ;0;0;5;5;11516;4868;7041;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;00253448;BANCO NEON S.A.; ;1;5;13;19;14787;13153;1888;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S.A.; ;4;8;7;19;420662;3809;417078;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;07679404;BANCO TOPÁZIO S.A.; ;0;1;3;4;48137;2379;46312;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S.A.; ;1;3;27;31;141922;15121;129089;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S.A.; ;11;6;11;28;1160657;161213;1013163;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;BANCOOB (conglomerado); ;10;38;45;93;1709753;1086193;726248;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;BANESTES (conglomerado); ;17;6;15;38;1305016;1180179;421371;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;BANIF (conglomerado); ;0;1;5;6;8311;2876;5458;
2016;2º;Mais de quatro milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);27,06;118;468;302;888;4360581;3225300;2267911;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;BARIGUI (conglomerado); ;7;33;7;47;33666; ;33666;
2016;2º;Mais de quatro milhões de clientes;Conglomerado; ;BB (conglomerado);33,65;1989;5300;9339;16628;59098693;55374076;23765977;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;BMG (conglomerado);149,32;504;908;1164;2576;3375282;16044;3361670;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;BMW (conglomerado); ;0;0;1;1;20589; ;20589;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;BNP PARIBAS (conglomerado);92,04;234;1567;1182;2983;2542236;15992;2526692;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;BNY MELLON (conglomerado); ;0;1;1;2;1488;1488; ;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;BOFA MERRILL LYNCH (conglomerado); ;0;0;2;2;1264;1253;59;
2016;2º;Mais de quatro milhões de clientes;Conglomerado; ;BRADESCO (conglomerado);58,59;5443;7484;9737;22664;92899327;77241757;47833450;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;BRASIL PLURAL (conglomerado); ;0;1;1;2;2658;2658;22;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;BRB (conglomerado);71,35;57;197;310;564;798824;704877;303937;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;BTG PACTUAL (conglomerado); ;0;2;5;7;38914;38783;468;
2016;2º;Mais de quatro milhões de clientes;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);50,24;4139;5496;11154;20789;82371204;79434068;17723192;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;CAIXA GERAL (conglomerado); ;1;0;0;1;1588;1522;123;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;2;3;7358; ;7358;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;CCB (conglomerado);137,48;42;262;336;640;305496;9306;297659;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;CITIBANK (conglomerado);75,82;97;276;296;669;1279259;554505;897329;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;CREDIT SUISSE (conglomerado); ;0;0;3;3;3560;3560;104;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;60779196;CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;22;171;65;258;1404693; ;1404693;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;DACASA FINANCEIRA (conglomerado); ;1;2;13;16;1125222; ;1125222;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;DAYCOVAL (conglomerado);168,86;152;1162;479;1793;900127;45166;860938;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;DEUTSCHE (conglomerado); ;0;0;1;1;4191;4175;158;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;8;9;12;29;20724; ;20724;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;FATOR (conglomerado); ;0;0;1;1;10696;10693;25;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;4;6;99767; ;99767;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;91669747;FINANSINOS S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;1104; ;1104;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;GMAC (conglomerado); ;7;41;100;148;543282;723;542686;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;HERVAL - HS (conglomerado); ;0;1;5;6;225310; ;225310;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;HONDA (conglomerado); ;0;7;19;26;456798;17;456786;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;7;10;26;43;57288;4211;53627;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;INDUSVAL (conglomerado); ;0;0;4;4;7007;6333;1235;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;INTERMEDIUM (conglomerado);213,48;45;309;112;466;210784;49979;164226;
2016;2º;Mais de quatro milhões de clientes;Conglomerado; ;ITAU (conglomerado);38,39;2613;8168;9703;20484;68052592;48484482;40743141;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;LECCA (conglomerado); ;0;8;2;10;23142; ;23142;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;MÁXIMA (conglomerado); ;1;0;0;1;3663;3663; ;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);39,39;88;490;245;823;2233834;1611331;1040323;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;3;3;6;29342;52;29333;
2016;2º;Mais de quatro milhões de clientes;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;3,75;23;42;62;127;6127349; ;6127349;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;MODAL (conglomerado); ;1;0;5;6;4889;4855;132;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;OMNI (conglomerado); ;22;37;99;158;3004566; ;3004566;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;ORIGINAL (conglomerado); ;14;85;121;220;184363;106877;94572;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;OURINVEST (conglomerado); ;0;1;0;1;15807;13305;2543;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;PAN (conglomerado);205,33;544;2059;2160;4763;2649351;15161;2635889;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;PARANÁ BANCO (conglomerado);164,73;100;594;284;978;607052;4947;602484;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;03311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;0;1;1;936; ;936;
2016;2º;Mais de quatro milhões de clientes;Conglomerado; ;PERNAMBUCANAS (conglomerado);1,18;5;13;32;50;4214790; ;4214790;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;PINE (conglomerado); ;3;0;1;4;9589;3351;6530;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;PORTO SEGURO (conglomerado);40,01;48;42;112;202;1199642; ;1199642;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;01800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;9;7;24;40;135591; ;135591;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;RENDIMENTO (conglomerado); ;3;6;6;15;17083;10372;8235;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;RODOBENS (conglomerado); ;0;8;11;19;18742;9383;14761;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;SAFRA (conglomerado);335,53;288;652;649;1589;858330;278605;630490;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;05503849;SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;14;16;28074; ;28074;
2016;2º;Mais de quatro milhões de clientes;Conglomerado; ;SANTANDER (conglomerado);45,20;1661;5543;6353;13557;36744003;31306769;13542528;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;SANTINVEST (conglomerado); ;2;3;2;7;10247; ;10247;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;07747410;SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2;2;5;9;280808; ;280808;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;SCANIA (conglomerado); ;0;1;1;2;3870;175;3860;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;SICREDI (conglomerado); ;2;2;2;6;2600970;2571318;104028;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;7;46;32;85;1599094;837;1598330;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;SOCOPA (conglomerado); ;0;2;2;4;25222;9664;15758;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;SOFISA (conglomerado); ;0;5;7;12;53837;42786;12165;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;04814563;SOROCRED   CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;11;10;38;59;285481; ;285481;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;09473806;TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;10196; ;10196;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;UBS (conglomerado); ;0;0;1;1;8;8; ;
2016;2º;Menos de quatro milhões de clientes;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;0;3;3;275726; ;275726;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;VOLKSWAGEN (conglomerado); ;2;37;85;124;534714;1388;533668;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;VOLVO (conglomerado); ;0;1;5;6;10597;139;10589;
2016;2º;Mais de quatro milhões de clientes;Conglomerado; ;VOTORANTIM (conglomerado);18,07;76;577;698;1351;4204590;17424;4189113;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;VR (conglomerado); ;0;0;1;1;71;71; ;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;WESTERN UNION (conglomerado); ;1;0;1;2;3;3; ;
2016;2º;Menos de quatro milhões de clientes;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;0;4;8;12;107416;46;107370;
