Ano;Semestre;CNPJ AC;Administradora de consórcio;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2025;2º;84911098;ADEMICON ADMINISTRADORA DE CONSÓRCIOS S.A.;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;6;4;0;10;
2025;2º;84911098;ADEMICON ADMINISTRADORA DE CONSÓRCIOS S.A.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;84911098;ADEMICON ADMINISTRADORA DE CONSÓRCIOS S.A.;Renegociação de dívida - Consórcio;0;0;4;4;
2025;2º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2025;2º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA;Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de consórcios;1;0;0;1;
2025;2º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2025;2º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA;Não fornecimento, remessa ou divulgação de documentos por parte de administradora de consórcio;0;1;0;1;
2025;2º;06044551;ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Cancelamento de contrato a pedido do cliente não atendido por administradora de consórcio;1;0;0;1;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Cobranças Diversas - Consórcio;0;0;3;3;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de cláusulas referentes à devolução de valores;7;24;0;31;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Descumprimento de obrigações previstas em contratos;1;3;0;4;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;1;2;0;3;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;6;0;0;6;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de consórcios;15;4;0;19;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Irregularidades relacionadas à liberação do crédito;17;8;0;25;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;4;0;4;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;6;7;0;13;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Não fornecimento, remessa ou divulgação de documentos por parte de administradora de consórcio;9;6;0;15;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;7;0;0;7;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Outras irregularidades;0;1;0;1;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Reclamações relacionadas a assuntos diversos;0;0;3;3;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Recusa de produtos ou serviços - Consórcio;0;0;3;3;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Renegociação de dívida - Consórcio;0;0;31;31;
2025;2º;45441789;ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA;Restrições cadastrais - Consórcio;0;0;2;2;
2025;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Cancelamento de contrato a pedido do cliente não atendido por administradora de consórcio;1;0;0;1;
2025;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;2;0;2;
2025;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de consórcios;0;1;0;1;
2025;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Irregularidades relacionadas à liberação do crédito;6;1;0;7;
2025;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;1;2;0;3;
2025;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;2;3;0;5;
2025;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Não fornecimento, remessa ou divulgação de documentos por parte de administradora de consórcio;3;5;0;8;
2025;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;1;1;0;2;
2025;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;07808907;ADMINISTRADORA DE CONSORCIOS SICREDI LTDA;Renegociação de dívida - Consórcio;0;0;6;6;
2025;2º;59999300;ADMINISTRADORA DE CONSÓRCIO NACIONAL VIME LTDA.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;6;0;6;
2025;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2025;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;2;0;0;2;
2025;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Irregularidades relacionadas à liberação do crédito;1;4;0;5;
2025;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;1;4;0;5;
2025;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Não fornecimento, remessa ou divulgação de documentos por parte de administradora de consórcio;0;2;0;2;
2025;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;1;1;0;2;
2025;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;73230674;ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA;Renegociação de dívida - Consórcio;0;0;3;3;
2025;2º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.;Irregularidades relacionadas à liberação do crédito;1;0;0;1;
2025;2º;91341925;ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;12228808;ADMINISTRADORA DE CONSÓRCIO UNICOOB LTDA;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;2;0;0;2;
2025;2º;12228808;ADMINISTRADORA DE CONSÓRCIO UNICOOB LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;03828278;ADMINISTRADORA DE CONSÓRCIOS BECKER LTDA.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;1;0;0;1;
2025;2º;03828278;ADMINISTRADORA DE CONSÓRCIOS BECKER LTDA.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;90982679;ALPHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Cancelamento de contrato a pedido do cliente não atendido por administradora de consórcio;1;0;0;1;
2025;2º;90982679;ALPHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Cobranças Diversas - Consórcio;0;0;1;1;
2025;2º;90982679;ALPHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Descumprimento de cláusulas referentes à devolução de valores;0;6;0;6;
2025;2º;90982679;ALPHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;1;6;0;7;
2025;2º;90982679;ALPHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;0;1;0;1;
2025;2º;90982679;ALPHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;1;0;0;1;
2025;2º;90982679;ALPHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;1;1;0;2;
2025;2º;90982679;ALPHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;43;6;0;49;
2025;2º;90982679;ALPHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;90982679;ALPHA ADMINISTRADORA DE CONSÓRCIO LTDA.;Renegociação de dívida - Consórcio;0;0;1;1;
2025;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Cancelamento de contrato a pedido do cliente não atendido por administradora de consórcio;2;2;0;4;
2025;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de cláusulas referentes à devolução de valores;0;10;0;10;
2025;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;1;2;0;3;
2025;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;1;0;0;1;
2025;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de consórcios;0;1;0;1;
2025;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relacionadas à liberação do crédito;2;3;0;5;
2025;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;4;0;4;
2025;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;5;3;0;8;
2025;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;15;3;0;18;
2025;2º;60375243;ANCORA ADMINISTRADORA DE CONSORCIOS S.A.;Reclamações relacionadas a assuntos diversos;0;0;3;3;
2025;2º;03832228;APEC - ADMINISTRADORA DE CONSORCIOS S/A;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;13548938;ASSOCIACAO BAHIANA DE MEDICINA ABM;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;92965748;ASSOCIACAO DOS JUIZES DO RIO GRANDE DO SUL;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;03762583;ÁPICE ADMINISTRADORA DE CONSORCIO LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA;Cancelamento de contrato a pedido do cliente não atendido por administradora de consórcio;1;0;0;1;
2025;2º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;11;0;11;
2025;2º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;2;0;2;
2025;2º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA;Irregularidades relacionadas à liberação do crédito;3;4;0;7;
2025;2º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;3;0;3;
2025;2º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;4;3;0;7;
2025;2º;71045363;BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;7;1;0;8;
2025;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Cobranças Diversas - Consórcio;0;0;1;1;
2025;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Descumprimento de cláusulas referentes à devolução de valores;0;5;0;5;
2025;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Descumprimento de obrigações previstas em contratos;0;2;0;2;
2025;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Irregularidades relacionadas à liberação do crédito;0;1;0;1;
2025;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;2;1;0;3;
2025;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;2;0;0;2;
2025;2º;02010478;BANCORBRÁS ADMINISTRADORA DE CONSÓRCIOS S.A.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Descumprimento de cláusulas referentes à devolução de valores;0;3;0;3;
2025;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de consórcios;1;1;0;2;
2025;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;0;1;0;1;
2025;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Não fornecimento, remessa ou divulgação de documentos por parte de administradora de consórcio;1;0;0;1;
2025;2º;92692979;BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Cancelamento de contrato a pedido do cliente não atendido por administradora de consórcio;2;2;0;4;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Cobranças Diversas - Consórcio;0;0;2;2;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de cláusulas referentes à devolução de valores;10;21;0;31;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Descumprimento de obrigações previstas em contratos;1;2;0;3;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;2;12;0;14;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;11;0;0;11;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de consórcios;2;0;0;2;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relacionadas à liberação do crédito;19;23;0;42;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;2;0;2;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;37;15;0;52;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Não fornecimento, remessa ou divulgação de documentos por parte de administradora de consórcio;11;8;0;19;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;9;4;0;13;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Reclamações relacionadas a assuntos diversos;0;0;2;2;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Recusa de produtos ou serviços - Consórcio;0;0;4;4;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Renegociação de dívida - Consórcio;0;0;18;18;
2025;2º;06043050;BB ADMINISTRADORA DE CONSORCIOS S.A.;Restrições cadastrais - Consórcio;0;0;3;3;
2025;2º;36770683;BBC ADMINISTRADORA DE CONSÓRCIOS LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;06181431;BP ADMINISTRADORA DE CONSÓRCIO LTDA;Descumprimento de cláusulas referentes à devolução de valores;0;1;0;1;
2025;2º;06181431;BP ADMINISTRADORA DE CONSÓRCIO LTDA;Não fornecimento, remessa ou divulgação de documentos por parte de administradora de consórcio;0;1;0;1;
2025;2º;06181431;BP ADMINISTRADORA DE CONSÓRCIO LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Descumprimento de cláusulas referentes à devolução de valores;1;5;0;6;
2025;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;0;1;0;1;
2025;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;2;0;0;2;
2025;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Não fornecimento, remessa ou divulgação de documentos por parte de administradora de consórcio;1;3;0;4;
2025;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;0;2;0;2;
2025;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Reclamações relacionadas a assuntos diversos;0;0;2;2;
2025;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Renegociação de dívida - Consórcio;0;0;3;3;
2025;2º;14723388;BR CONSÓRCIOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Restrições cadastrais - Consórcio;0;0;1;1;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Cancelamento de contrato a pedido do cliente não atendido por administradora de consórcio;1;1;0;2;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Cobranças Diversas - Consórcio;0;0;3;3;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de cláusulas referentes à devolução de valores;27;42;0;69;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de obrigações previstas em contratos;2;12;0;14;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de ordem judicial - Consórcio;0;0;1;1;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Descumprimento de prazo de resposta a demanda;0;4;0;4;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Falta de transparência na redação de documentos por parte de administradora de consórcio;1;0;0;1;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Insatisfação com a resposta fornecida pela administradora de consórcio relativa à demanda registrada contra ela;4;17;0;21;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Insatisfação por parte do cliente com o atendimento prestado pela administradora de consórcio;15;3;0;18;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Irregularidades relacionadas a informações e liquidação de valores a receber no sistema SVR do BCB por parte de consórcios;8;5;0;13;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Irregularidades relacionadas à liberação do crédito;42;52;0;94;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;1;7;0;8;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;35;52;0;87;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Não fornecimento, remessa ou divulgação de documentos por parte de administradora de consórcio;16;21;0;37;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;29;13;0;42;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Outras irregularidades;0;2;0;2;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Reclamações relacionadas a assuntos diversos;0;0;6;6;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Recusa de produtos ou serviços - Consórcio;0;0;3;3;
2025;2º;52568821;BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.;Renegociação de dívida - Consórcio;0;0;29;29;
2025;2º;73235962;BREITKOPF ADMINISTRADORA DE CONSÓRCIO LTDA.;Descumprimento de obrigações previstas em contratos;1;0;0;1;
2025;2º;73235962;BREITKOPF ADMINISTRADORA DE CONSÓRCIO LTDA.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;73235962;BREITKOPF ADMINISTRADORA DE CONSÓRCIO LTDA.;Renegociação de dívida - Consórcio;0;0;1;1;
2025;2º;03762395;BRENNER ADMINISTRADORA DE CONSORCIO LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;06046109;BRISA ADMINISTRADORA DE CONSORCIOS LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;45713971;BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.;Não fornecimento, remessa ou divulgação de documentos por parte de administradora de consórcio;1;0;0;1;
2025;2º;45713971;BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;0;1;0;1;
2025;2º;45713971;BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;72461643;CAMVEL ADMINISTRADORA DE CONSÓRCIOS LTDA.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2025;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;Descumprimento de cláusulas referentes à devolução de valores;0;7;0;7;
2025;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;Irregularidades relacionadas à liberação do crédito;0;2;0;2;
2025;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;Irregularidades relacionadas às condições para contemplação por lance ou sorteio;0;1;0;1;
2025;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços prestados relacionados a administradora de consórcio;0;1;0;1;
2025;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada por administradora de consórcio;0;1;0;1;
2025;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;Reclamações relacionadas a assuntos diversos;0;0;2;2;
2025;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;Recusa de produtos ou serviços - Consórcio;0;0;1;1;
2025;2º;68318773;CANOPUS ADMINISTRADORA DE CONSORCIOS S/A;Renegociação de dívida - Consórcio;0;0;5;5;
2025;2º;95783262;CARLESSI ADMINISTRADORA DE CONSORCIOS LTDA;Não fornecimento, remessa ou divulgação de documentos por parte de administradora de consórcio;0;1;0;1;
2025;2º;95783262;CARLESSI ADMINISTRADORA DE CONSORCIOS LTDA;Reclamações relacionadas a assuntos diversos;0;0;1;1;
